gc,length,umap_1,umap_2
45.6,1000,7.310776,13.540229
44.0,1000,7.2669706,12.912546
41.4,1000,7.661965,13.592305
39.2,1000,7.356846,13.075419
38.9,1000,8.017184,13.1669
40.3,1000,7.482834,13.070829
41.0,1000,7.7293577,13.466728
39.8,1000,8.930971,12.392189
41.7,1000,7.6823573,12.922708
46.0,1000,8.302357,12.887307
45.9,1000,7.829038,13.063252
45.9,1000,8.13858,13.509216
46.5,1000,8.41202,13.418281
45.2,1000,8.12994,12.826797
44.8,1000,8.357322,13.635848
44.9,1000,7.3277254,12.561489
45.8,1000,8.570774,12.150857
42.9,1000,8.431546,12.834054
39.0,1000,8.523923,12.380047
41.8,1000,8.395472,12.912103
43.8,1000,7.5425553,12.537758
43.8,1000,7.8924727,13.353107
39.9,1000,8.099955,13.188939
36.1,1000,7.7243457,13.237692
36.5,1000,8.289786,13.319035
37.3,1000,7.86868,12.772525
33.8,1000,8.571069,13.288997
34.6,1000,7.5331616,13.119052
39.6,1000,8.334785,12.809399
43.0,1000,7.9821095,12.658526
45.1,1000,7.9773936,12.649447
43.9,1000,7.457701,12.930922
45.5,1000,7.917462,13.054095
45.4,1000,8.282014,13.553999
45.9,1000,8.284805,12.732231
46.2,1000,8.438323,13.022466
40.4,1000,7.469103,13.428252
33.0,1000,7.324757,13.009504
35.8,1000,7.994436,13.746398
43.7,1000,7.8523803,12.882809
46.0,1000,7.8671436,12.946319
45.8,1000,7.750138,12.7620325
46.6,1000,7.6205797,13.541402
46.4,1000,7.754718,13.4308195
43.5,1000,7.9219604,13.551889
42.3,1000,8.670026,12.654033
42.8,1000,7.553354,13.084953
43.2,1000,7.592473,13.328237
43.1,1000,8.813948,13.361926
42.8,1000,7.838553,12.830065
45.8,1000,7.6406,13.051553
48.3,1000,8.60351,12.676118
44.9,1000,8.670081,12.555924
41.6,1000,7.997076,13.232591
42.1,1000,7.803656,13.357466
44.7,1000,7.96938,13.17603
36.9,1000,8.187823,12.832867
41.7,1000,7.8410487,12.771897
45.4,1000,8.479518,13.179477
43.5,1000,7.780226,13.075657
42.0,1000,7.929197,13.360059
46.0,1000,8.281602,13.212099
47.4,1000,8.3125105,13.323817
45.1,1000,8.215002,13.013144
45.2,1000,8.791582,13.508038
45.6,1000,8.230304,13.297252
43.6,1000,8.271464,12.930393
45.1,1000,8.030828,13.204536
46.2,1000,8.591307,13.356972
39.8,1000,8.146482,13.74144
38.8,1000,8.57195,13.485258
41.8,1000,8.226193,13.392826
39.7,1000,8.278206,13.301305
37.0,1000,8.929287,9.482868
38.2,1000,9.669285,12.973554
37.3,1000,9.026401,13.111221
38.2,1000,9.741199,10.3000555
41.0,1000,9.0850725,9.600435
38.6,1000,9.873057,11.72833
45.0,1000,8.85373,9.641336
52.7,1000,9.470342,9.91924
49.3,1000,9.845301,11.9227705
49.7,1000,9.707823,11.620093
50.3,1000,9.060191,12.8462715
48.1,1000,9.735458,12.94051
45.9,1000,9.274275,12.715424
44.7,1000,8.690184,12.973534
46.9,1000,8.835699,13.620847
47.9,1000,8.944893,12.584331
47.0,1000,9.439444,13.021866
45.6,1000,9.213193,12.796146
43.6,1000,8.556765,13.167762
42.0,1000,8.663666,13.612441
42.8,1000,9.215577,13.389435
44.9,1000,9.378531,12.000572
48.1,1000,8.890249,12.824324
43.9,1000,8.499822,13.116623
39.9,1000,8.913796,13.207546
42.7,1000,8.959199,13.333929
42.5,1000,8.841069,12.946467
41.8,1000,9.114617,13.211391
43.5,1000,9.623344,12.417966
47.2,1000,8.935462,12.861694
47.2,1000,8.537934,13.119628
43.6,1000,9.332124,13.153457
40.7,1000,8.803577,12.915176
37.3,1000,8.06394,12.930166
36.5,1000,8.160707,13.053759
39.5,1000,8.994242,12.701049
40.2,1000,9.929818,12.588982
41.5,1000,8.971646,12.765167
42.4,1000,8.757157,13.119776
36.2,1000,9.416371,12.701555
32.2,1000,9.774202,12.422461
29.9,1000,9.534203,12.716639
28.1,1000,9.003078,13.226612
28.0,1000,9.75162,12.5893135
29.1,1000,9.345573,12.898691
33.8,1000,8.74591,13.043202
37.8,1000,9.094518,13.3110695
37.5,1000,9.691831,12.656866
36.0,1000,9.955114,12.322396
37.4,1000,8.720937,13.07998
40.7,1000,8.565669,13.003681
42.2,1000,9.498165,12.57022
41.6,1000,9.55592,12.866752
44.3,1000,9.602236,12.439915
44.0,1000,9.415188,12.991284
39.9,1000,9.131259,12.776375
40.0,1000,8.994101,12.350527
41.6,1000,9.22735,12.593392
37.7,1000,9.945026,12.321331
37.0,1000,9.323435,12.255553
40.3,1000,9.536695,12.533453
41.9,1000,10.040051,11.973787
44.8,1000,9.293917,12.611303
45.1,1000,9.111585,12.589217
41.6,1000,9.817036,12.101575
39.9,1000,9.384145,12.4914665
41.8,1000,9.3601675,12.266294
41.2,1000,9.769262,12.155716
39.7,1000,9.1006155,12.282847
38.8,1000,9.133097,12.193173
37.2,1000,9.337795,11.866332
38.6,1000,10.149366,12.022038
38.8,1000,9.0228615,12.284445
37.5,1000,9.248605,12.531217
40.5,1000,8.789159,12.511457
39.5,1000,9.375944,12.379886
36.4,1000,9.283132,11.502427
40.9,1000,9.442556,12.1419115
44.1,1000,9.078326,11.848794
43.6,1000,9.657088,11.955545
41.1,1000,9.5564,11.838964
37.7,1000,9.543945,12.121827
38.2,1000,9.300873,11.754489
39.6,1000,9.832689,11.659385
41.8,1000,9.866219,11.599379
39.5,1000,9.452595,11.932997
34.4,1000,9.552171,12.0615635
37.3,1000,8.964739,12.015793
37.8,1000,9.19135,12.172224
37.7,1000,9.985356,11.889311
42.1,1000,9.760595,11.848324
43.3,1000,10.015461,11.660488
45.6,1000,9.856959,12.064908
40.2,1000,9.018305,11.867446
35.9,1000,9.104228,12.382022
46.7,1000,9.5411825,11.509469
41.8,1000,9.83922,11.472959
40.3,1000,9.3250265,11.545913
38.6,1000,9.550486,11.871234
37.8,1000,9.737082,11.59951
39.5,1000,9.425937,11.558784
40.2,1000,9.72902,10.51794
40.8,1000,9.924219,11.171339
39.9,1000,9.795609,11.441807
38.3,1000,9.582488,10.562017
36.1,1000,9.67119,11.475891
37.3,1000,9.766471,10.700111
42.4,1000,9.362197,11.176339
41.5,1000,9.638193,10.97845
37.9,1000,9.279655,10.7717495
35.8,1000,9.738502,11.310748
34.2,1000,9.840637,10.808073
33.9,1000,9.682406,10.797138
34.3,1000,9.6656885,10.973458
37.2,1000,9.843511,10.839081
41.0,1000,9.941359,11.200175
43.7,1000,9.780882,10.546205
44.3,1000,9.566288,10.419283
44.3,1000,9.490694,10.783634
44.5,1000,9.892011,10.884317
38.3,1000,9.695736,10.3036175
35.7,1000,9.393183,9.778457
38.0,1000,9.200747,9.863764
39.2,1000,9.2930355,10.416587
